song_name,popularity,explicit,song_type,release_date_standard,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
Still Waters (Run Deep),44,0,"Solo",1/1/1997,5qo79ju0ksdDG3dXUeZAc3,249533,11,0,4,0.304,0.78,0.492,0.00682,0.419,-8.431,0.0343,0.61,98.046
Suavecito,44,0,"Solo",1/1/1972,5QoFWpXoaUyT44VmR98wLl,395200,11,0,4,0.412,0.562,0.561,0.0000198,0.0917,-10.954,0.0343,0.666,113.911
What If,45,0,"Solo",1/1/2011,5qP1EhyVCDgyjqEMoJPUWA,225120,4,1,4,0.271,0.61,0.837,0.0000012,0.0955,-5.686,0.0359,0.648,121.994
Wherever You Will Go,70,0,"Solo",1/1/2001,5QpaGzWp0hwB5faV8dkbAz,208600,2,1,4,0.0367,0.558,0.719,0,0.115,-5.113,0.0267,0.371,112.027
I Don't Wanna Lose You,9,0,"Solo",1/1/1977,5QPM62c2OxiPPyPU9d6BPI,240733,0,1,4,0.682,0.462,0.21,0,0.365,-18.673,0.0571,0.45,130.697
Dirty Laundry,57,0,"Solo",10/23/2015,5qRRiqndqXaq2QBudIrkYU,204093,10,0,4,0.0595,0.456,0.874,0.0000112,0.111,-4.129,0.114,0.5,200.179
Don't Know What You Got (Till It's Gone),60,0,"Solo",1/1/1988,5QRs63VVKNaqUjg6XSSckM,354640,9,1,4,0.238,0.384,0.535,0.00045,0.0533,-9.939,0.0289,0.232,132.445
One Wish,58,0,"Solo",9/5/2005,5qrzhg9Fmu8Amg2uMhHfe5,337640,5,0,4,0.278,0.525,0.652,0,0.339,-7.042,0.28,0.602,127.673
You'll Never Walk Alone,2,0,"Solo",10/1/1969,5qSB1mi5t7UojPB0mO39vr,294427,3,1,3,0.745,0.11,0.295,0.000361,0.216,-10.371,0.0314,0.0399,178.762
Let's Go Get Stoned,8,0,"Solo",1/1/2011,5qszdP0FG79T5xxzApkf7n,167967,1,1,3,0.753,0.714,0.432,0,0.073,-10.464,0.0359,0.463,97.129
Stranger,6,0,"Solo",1/1/1984,5QTCFAfdrJgaabRzWwNEHa,178333,9,0,4,0.00813,0.777,0.645,0.00312,0.252,-14.631,0.036,0.947,125.442
Get Busy,70,0,"Solo",11/12/2002,5qTvkDrSfvwDv6RBjjcfQr,211666,10,0,4,0.615,0.735,0.824,0,0.158,-4.143,0.036,0.726,100.202
(Don't Fear) The Reaper,74,0,"Solo",1/1/1976,5QTxFnGygVM4jFQiBovmRo,308120,9,0,4,0.0029,0.333,0.927,0.000211,0.297,-8.55,0.0733,0.382,141.47
The Work Song,26,0,"Solo",11/1/1966,5Qu0u1UwuSWPbMGbIj5hWV,130547,5,0,4,0.765,0.72,0.54,0.961,0.111,-11.483,0.0526,0.755,154.57
Fall in Love with Me,34,0,"Solo",1/1/1982,5qugKP8gPqN91O7KBMkW6P,352067,0,1,4,0.109,0.862,0.588,0.000452,0.0869,-11.363,0.0536,0.778,117.464
She's Strange,40,0,"Solo",1/1/1984,5QW1EprEeYRlalLAAlo0d6,431667,5,0,4,0.137,0.823,0.604,0.022,0.0654,-11.807,0.0898,0.878,108.999
You Better Run,34,0,"Solo",8/5/1980,5qwdIO55XtliaaSs9ccptC,185027,9,1,4,0.102,0.605,0.621,0.000744,0.22,-10.495,0.0532,0.696,125.701
Buttons (As Made Famous By The Pussycat Dolls featuring Snoop Dogg),0,0,"Solo",3/29/2011,5QwV1ef6YSPe6SdxyOO5jj,242013,0,1,4,0.0305,0.835,0.723,0,0.302,-5.68,0.0766,0.963,105.397
Corner Of The Sky,11,0,"Solo",3/29/1973,5qWYlfhUwggy95UlMsqRlW,215627,10,1,4,0.239,0.591,0.813,0.000027,0.276,-11.384,0.0349,0.931,93.733
Big Talk,34,0,"Solo",1/1/1989,5QwzwrBOj8ZcYFlm6splOa,222840,1,1,4,0.0305,0.533,0.783,0.0000833,0.436,-9.052,0.057,0.542,130.624
Whatever You Like - Single Version,45,0,"Solo",7/14/2009,5qX2ZJoLEyFCTAdaCqUo7s,228907,5,1,4,0.535,0.663,0.643,0,0.308,-4.383,0.0316,0.368,121.97
Love Has No Heart,36,0,Collaboration,2/10/2017,5qxdfhpKksNzjvoA9jYrTr,264813,7,0,4,0.0214,0.598,0.436,0.854,0.084,-9.595,0.0302,0.534,83.251
DJ Got Us Fallin' In Love (feat. Pitbull),42,0,Collaboration,6/21/2013,5qxULZVAM943gPjtMaH5NX,214280,7,0,4,0.0444,0.639,0.907,0,0.114,-4.749,0.189,0.699,120.954
I'll Try Anything,0,0,Collaboration,11/9/2012,5qxy9Uu77zumvnaW9ZBp40,150240,9,1,4,0.231,0.45,0.653,0,0.0931,-5.678,0.0289,0.773,143.496
Feel That You're Feelin' - Edit/Remastered,33,0,Collaboration,1/1/2011,5qy7Xg4os0IOunWqfjrkMh,250560,4,0,4,0.311,0.644,0.691,0.0000233,0.152,-6.572,0.032,0.824,89.356
One Man's Leftovers (Is Another Man's Feast),0,0,"Solo",5/19/2014,5QZdozzaA8ne7dw7mYgdoH,145827,11,1,4,0.0478,0.879,0.592,0.0000089,0.23,-8.9,0.0383,0.964,136.777
Roller Coaster,58,0,"Solo",1/1/2013,5r00wpsojd4mBYaQFDvni7,259080,8,1,4,0.0338,0.599,0.756,0.0000206,0.174,-4.457,0.0363,0.282,107.995
Baby Luv,22,0,"Solo",7/25/1995,5R20SLXw67E9YarADeTIoe,287267,0,1,4,0.00404,0.741,0.71,0.00194,0.099,-9.377,0.0612,0.747,97.329
"My Neck, My Back (Lick It)",59,1,"Solo",5/5/2015,5r29mFrurlVBbqJzjr2XW6,222560,9,0,4,0.0296,0.859,0.625,0,0.0537,-4.234,0.13,0.71,102.072
Tempted,55,0,"Solo",1/1/1981,5r2z0FHOoFI06GZEVGDjzM,240333,6,0,4,0.0986,0.735,0.355,0.158,0.0534,-13.711,0.0329,0.449,95.257
Walking On A Dream,70,0,"Solo",10/3/2008,5r5cp9IpziiIsR6b93vcnQ,198440,5,0,4,0.257,0.871,0.701,0.0000075,0.0589,-5.594,0.0458,0.716,126.975
Can't Truss It,42,0,"Solo",10/1/1991,5r5uZvXHbE4X6CdhnSATtX,321573,11,1,4,0.00196,0.802,0.872,0,0.132,-7.651,0.139,0.607,101.664
Pour It Up,60,1,"Solo",12/11/2012,5r67bGhYXZNqk2m2Wupfmu,161200,2,1,4,0.0316,0.783,0.495,0,0.0999,-8.761,0.0451,0.413,133.959
A Love Bizarre,44,0,"Solo",1/1/1985,5R6ol4f8WCUCWNrB7Ymf99,738053,1,1,4,0.0217,0.768,0.612,0.0239,0.0513,-13.381,0.0454,0.878,113.798
Primal Scream,47,0,"Solo",1/1/2009,5R7hyeI9BixzgrcsD7oWPW,286893,0,1,4,0.000363,0.584,0.957,0.00396,0.161,-4.952,0.0589,0.44,103.242
Delilah,21,0,"Solo",10/13/1997,5R8NVzNyyGM2b5YISdNXQT,201067,9,0,1,0.48,0.539,0.539,0,0.566,-9.089,0.0258,0.786,95.425
Single Ladies (Put a Ring on It),68,0,"Solo",11/14/2008,5R9a4t5t5O0IsznsrKPVro,193213,1,1,4,0.0383,0.426,0.584,0,0.188,-5.293,0.296,0.272,193.437
Purple Hills,29,0,"Solo",1/1/2010,5RA2LuwLAmX0ld23a7WPc3,303520,1,1,4,0.012,0.762,0.608,0,0.0995,-8.089,0.257,0.725,125.255
You Said A Bad Word,8,0,"Solo",11/6/2000,5ra4nOGSyyejyqaEyGH3fd,154960,1,1,4,0.0995,0.801,0.629,0,0.131,-10.573,0.0821,0.926,101.82
Shaving Cream,2,0,"Solo",3/30/2015,5RA8cDAnqasJcfYSDtFC7B,163599,0,1,3,0.428,0.498,0.283,0,0.0663,-11.902,0.0355,0.657,177.152
"Nuthin' but a G"" Thang""",17,0,Collaboration,11/17/2017,5rAGj5YXP0dPxX33nJ39CH,199200,11,0,4,0.0483,0.502,0.324,0.922,0.227,-11.485,0.0319,0.34,171.968
Golden Gate Park,0,0,"Solo",2/1/2012,5rAMfXWKRs5XKCUoI1D95X,151987,10,1,4,0.276,0.579,0.584,0.0000503,0.189,-7.937,0.0323,0.684,121.782
When We Get Married,11,0,"Solo",11/15/1988,5RB0P7btLMQSOaTPikaI3C,187000,7,1,4,0.923,0.417,0.296,0.00223,0.301,-16.037,0.0258,0.509,82.821
How Sweet It Is (To Be Loved By You),64,0,"Solo",1/1/1966,5Rb211KhnOhLLXPpt8awxU,182440,1,1,4,0.719,0.611,0.665,0,0.671,-8.187,0.0669,0.772,125.236
Yeah! (feat. Lil Jon & Ludacris),78,0,Collaboration,3/23/2004,5rb9QrpfcKFHM1EUbSIurX,250373,2,1,4,0.0183,0.894,0.791,0,0.0388,-4.699,0.112,0.583,105.018
What I Like About You,7,0,"Solo",1/1/1989,5RBdhB9q70XvaGK2ai2bNp,184600,9,1,4,0.0245,0.564,0.951,0.0000269,0.0598,-10.178,0.0426,0.93,76.286
Fight Fire With Fire,33,0,"Solo",1/1/1984,5RC12RMHBqOtB1S6wmiw7L,220333,7,1,4,0.0681,0.54,0.789,0,0.262,-9.473,0.0409,0.624,119.226
And the Beat Goes On,54,0,"Solo",1/1/1979,5rc28C9Ym7zIAypx3QGcnv,296027,11,0,4,0.0711,0.8,0.608,0.000361,0.0466,-9.777,0.112,0.841,113.196
Once a Fool,5,0,Collaboration,1/1/1974,5Rc4qU7yBLRrSiQbzqFzA2,223893,9,1,4,0.548,0.646,0.628,0,0.064,-7.088,0.0385,0.719,111.914
Cat People (Putting out Fire),40,0,"Solo",7/17/2017,5rc7kzr4kZFqQczwYAbPEr,403160,0,0,4,0.0112,0.688,0.689,0.000551,0.18,-7.468,0.0382,0.246,117.79
Free,51,0,"Solo",4/27/1998,5RC9olve1FVs1bnIneatm8,353360,5,0,4,0.00254,0.757,0.905,0.0012,0.0357,-6.771,0.0338,0.621,125.002
Let 'Em In,25,0,"Solo",6/10/2016,5RCiK2ao48RF4fZ8Gz0xRW,311453,10,1,4,0.534,0.755,0.413,0.207,0.0802,-14.698,0.0565,0.604,88.032
I'll Be There,66,0,"Solo",9/8/1970,5RdhBLmB4DyFHLglRrfx63,237760,5,1,4,0.593,0.51,0.515,0.0000012,0.654,-7.247,0.0253,0.331,93.212
Michelle,2,0,"Solo",1/1/1966,5rdLwV3jCeV8fTQRCFJeip,145461,5,0,4,0.951,0.572,0.226,0.935,0.119,-14.963,0.0329,0.217,115.18
Touch,35,0,"Solo",2/16/2005,5RdYwQdxeI8wXBPVAd2M5T,203467,4,1,4,0.0839,0.815,0.743,0.000352,0.0621,-7.565,0.0497,0.949,115.033
Big Yellow Taxi,34,0,"Solo",1/1/1994,5reaWOvB4w0Gp8KjwKXqcu,181853,4,1,4,0.388,0.547,0.832,0,0.109,-3.071,0.0419,0.887,82.071
Hit By Love,14,0,"Solo",1/1/1994,5rFjHAGSOv7PdK4vYfl6eS,275667,8,1,4,0.00163,0.782,0.924,0.000501,0.129,-8.732,0.0416,0.754,119.033
Out Of Time,47,0,"Solo",4/15/1966,5RFYhFsx88Ged9UNmv5ORj,336893,7,1,4,0.66,0.655,0.626,0,0.123,-10.756,0.0833,0.76,126.657
Keep On Walkin',35,0,"Solo",1/1/1992,5Rg4i5SEzUXAiztaIwG3Qd,270838,6,1,4,0.00279,0.774,0.705,0.0128,0.247,-12.064,0.0448,0.63,104.983
She's Always a Woman,69,0,"Solo",1/1/1977,5RgFlk1fcClZd0Y4SGYhqH,201373,3,1,3,0.797,0.292,0.324,0.000473,0.12,-11.996,0.0346,0.384,176.631
Boyz-N-The-Hood,61,1,"Solo",1/1/1987,5RGXoZt1qxmAErdhbyKJKq,339893,3,1,4,0.0417,0.785,0.479,0.000035,0.334,-10.247,0.362,0.727,87.691
"Louie, Louie - From National Lampoon's Animal House""""",7,0,"Solo",1/1/1978,5rHGKFM0lhxH83l9mZi6lm,175467,2,1,4,0.38,0.638,0.854,0,0.72,-3.655,0.0531,0.946,120.67
Handbags And Gladrags,13,0,"Solo",1/1/1971,5rhWL3cAyyD0huYAQcWcrW,203760,10,1,4,0.814,0.285,0.572,0.419,0.18,-7.096,0.0403,0.179,102.856
Don't Take Your Love Away,35,0,"Solo",1/1/2003,5rI62NPoTQ1qxvqbgUy2sN,278947,7,1,3,0.36,0.431,0.525,0,0.0859,-5.502,0.0971,0.375,185.733
Lucas with the Lid Off,27,0,"Solo",9/20/1994,5rId1L9uns3ivmbG1vc4lx,242893,11,1,4,0.347,0.72,0.678,0.0000186,0.34,-11.488,0.122,0.73,182.425
An Old Fashioned Love Song,43,0,"Solo",12/7/1993,5RiLHDGPrVvAEtpvICiqYM,230693,5,1,4,0.457,0.46,0.498,0.0122,0.0817,-12.687,0.0358,0.831,101.419
Pepper Box,3,0,"Solo",9/5/2013,5rjNwuU2Sf68BRryJoo63V,162240,6,1,4,0.0135,0.623,0.588,0.0466,0.34,-12.146,0.0327,0.746,107.406
Don't Want To Wait Anymore,26,0,"Solo",1/1/1981,5rJTpBaGWvTaszsNDpAsG5,258333,8,1,4,0.589,0.455,0.4,0.000007,0.0531,-14.161,0.0328,0.298,145.557
Here Come The Lords,34,1,"Solo",1/1/1993,5RK7cBkPvATJ9f7XMXoaBl,258000,4,0,4,0.0881,0.884,0.643,0.0000173,0.162,-8.593,0.238,0.162,98.084
Rubber Band Man,51,1,"Solo",8/19/2003,5Rkbnhwkb6oiqq1HQcXirN,347507,8,1,4,0.141,0.601,0.768,0,0.482,-5.712,0.386,0.634,152.45
Sie liebt dich - Remastered 2009,33,0,"Solo",3/7/1988,5rkgbGIOTBGlKTAawWb06X,139400,4,0,4,0.144,0.3,0.743,0,0.385,-10.005,0.0393,0.952,154.18
Lately,57,0,"Solo",9/29/1980,5rlgpm7n5f9mWc5LQU42bI,245240,1,1,4,0.459,0.398,0.15,0,0.108,-16.739,0.0321,0.309,75.733
The Ballad of Mona Lisa,66,0,"Solo",3/18/2011,5rLi8B8qgk6qThwRnKHW2P,226680,9,0,4,0.000362,0.436,0.893,0,0.103,-4.18,0.0556,0.0794,124.113
I'm Gonna Love You,6,0,"Solo",5/21/2013,5RlIBEQsCmqMPI9zbE4vwp,133486,10,1,4,0.809,0.555,0.824,0,0.648,-8.175,0.0446,0.946,129.758
Hate Me,43,0,"Solo",1/1/2007,5rlTdsvAZUylyWypFQFc5i,380053,4,0,4,0.529,0.251,0.688,0,0.0995,-5.619,0.0395,0.213,86.565
Traces,1,0,"Solo",3/3/2010,5rlTj03Jf6ota4xWXdmxGS,160200,2,1,4,0.276,0.546,0.266,0.0000011,0.139,-13.311,0.0282,0.36,110.726
Love Can Make You Happy,29,0,"Solo",6/2/2009,5RlTopKNMnGMgFrvREcKgL,208293,4,0,4,0.142,0.283,0.254,0.0000122,0.155,-14.306,0.0314,0.309,172.228
Loves Makes The World Go Round,0,0,"Solo",1/1/2005,5rm0bZdcfjkBTosAFOqa97,146133,0,1,4,0.0964,0.508,0.523,0.0000018,0.0858,-8.617,0.0332,0.673,117.624
The Mosquito,35,0,"Solo",7/17/1972,5rMfihaxthEm9rMDSnNk1r,319493,0,0,4,0.00254,0.401,0.707,0.447,0.0818,-12.741,0.0733,0.823,147.712
Once In A Lifetime,31,0,"Solo",1/1/2006,5rMfKN9uYrKRVvJExQL4EA,353813,0,1,4,0.0592,0.616,0.837,0.00994,0.482,-5.266,0.0472,0.62,132.012
It Hurts Too Much,22,0,"Solo",1/1/1980,5RMl3gsX792G1bRL7LSnio,257720,2,1,4,0.275,0.6,0.87,0,0.0696,-6.895,0.0485,0.69,120.571
The Hardest Part,3,0,"Solo",11/1/1994,5rNGtuMKq11UscIjnHXBGR,220507,0,1,4,0.0952,0.451,0.855,0.00315,0.166,-6.254,0.0385,0.811,114.44
Get Back,47,0,"Solo",1/1/2008,5rnLFnHktBdmpxwYXJXyQI,200213,0,1,4,0.00597,0.554,0.849,0,0.0431,-3.618,0.106,0.74,75.973
Heart's Desire,9,0,"Solo",7/2/2007,5RODyaBQJ1CpksgR7abWb6,156707,2,1,4,0.645,0.542,0.706,0,0.808,-6.662,0.0411,0.779,131.664
Shake It Off,53,0,"Solo",1/1/2005,5ROnL6aB4p15CZ2sce0ciQ,232840,2,1,4,0.181,0.78,0.493,0,0.108,-6.516,0.124,0.82,134.086
United,12,0,"Solo",1/1/1968,5RoOIuOOyMLfreRSCVbQ9n,169400,0,1,4,0.314,0.404,0.533,0.0000248,0.569,-8.424,0.0307,0.568,157.803
I'll Be There,59,0,"Solo",11/12/2001,5rp1lVuLQKe13KTXbmGxE1,263987,5,1,4,0.677,0.408,0.515,0,0.927,-9.472,0.0316,0.316,81.454
I Can't Turn You Loose,19,0,"Solo",10/8/1996,5RpQznMujAZ1wgnexKFlWW,294533,0,1,4,0.00504,0.494,0.806,0,0.407,-10.14,0.0489,0.926,138.689
Tell Someone That You Love Them,7,0,"Solo",10/31/2005,5RqACydUcQJ3Gjy2txnjRC,135253,0,1,4,0.406,0.656,0.487,0.000452,0.208,-10.163,0.0309,0.962,128.105
I've Gotta Be Me,0,0,"Solo",3/31/2010,5RqfpXAbnJLLrF3uXL8Wqe,174808,0,1,3,0.0218,0.527,0.297,0.404,0.0828,-11.389,0.0323,0.547,95.46
Can't Get Over Losing You,2,0,"Solo",1/1/2010,5RqH3h4aWh7Ge7hODIqSUj,186253,4,0,3,0.0741,0.506,0.425,0.00896,0.0819,-9.74,0.0285,0.35,93.29
Blowin' In The Wind,44,0,"Solo",11/23/1999,5RQRPai5wx67G2P1kbBdwv,183640,10,1,4,0.367,0.602,0.448,0,0.0938,-7.922,0.0291,0.701,104.843
Wake Up Next To You,0,0,"Solo",8/20/1996,5RqvqGHbs3zqU9LGDk3JhR,461533,9,1,4,0.773,0.564,0.268,0.000271,0.706,-15.971,0.0388,0.451,111.259
Carolyn,10,0,"Solo",1/1/2007,5rrlrOkSjq2fyGa8T5i2Tr,154600,0,1,4,0.421,0.601,0.226,0.00506,0.177,-12.821,0.0302,0.236,94.177
At Midnight (My Love Will Lift You Up),11,0,Collaboration,1/1/1982,5RRy8C7EDbPCGFTffkIRsu,250400,1,0,4,0.671,0.581,0.41,0.424,0.264,-14.876,0.0416,0.816,124.666
It Feels So Right,26,0,"Solo",4/8/1960,5RsdY1b0JSQTGeONEYFcwm,128613,3,1,4,0.661,0.609,0.606,0.0000019,0.0556,-9.186,0.0313,0.828,84.482
Jessie's Girl,69,0,"Solo",1/1/1981,5RsUlxLto4NZbhJpqJbHfN,194120,2,1,4,0.164,0.727,0.832,0,0.105,-5.851,0.05,0.822,131.703
Mother,14,0,"Solo",8/1/1971,5RSwTgz0codolRnFFcGzE2,275667,7,1,4,0.0689,0.226,0.273,0.0723,0.0998,-15.652,0.0352,0.103,120.85
That's Why I'm Here,41,0,"Solo",9/26/2000,5rSYbDj0iOntehwhonDS1a,243440,4,1,4,0.498,0.648,0.285,0.0000036,0.222,-11.986,0.0343,0.212,137.033
Love's Taken Over,2,0,"Solo",1/3/2014,5Rt3gPsYxXEHvYvrzEmuGr,391833,0,1,4,0.0576,0.614,0.422,0.0000576,0.0689,-12.298,0.0438,0.669,172.326
Girlfriend,20,0,"Solo",2/3/1998,5RU1u4X7zNxNsOGk6tPZwa,377107,2,1,3,0.13,0.411,0.629,0,0.267,-6.449,0.0334,0.461,201.112
Country Boy,58,0,"Solo",11/3/2008,5RuCWf4bJC0rqA05b7nWfd,246080,9,1,4,0.259,0.73,0.684,0.0000015,0.111,-10.803,0.0351,0.564,139.037
Beautiful Goodbye,12,0,"Solo",1/1/2003,5RUDbG8eDCHatEOo8Cu3t8,258360,2,1,4,0.146,0.623,0.878,0.00191,0.137,-3.662,0.0372,0.608,113.225
Sex Machine Part I,16,0,"Solo",1/1/2010,5RUesZuGrJwDWkeIsjR9ei,348720,7,1,4,0.544,0.747,0.988,0.00507,0.394,-3.785,0.074,0.584,106.353
Something In Your Eyes,31,0,"Solo",1/1/1993,5runzprCX4AqYLnTeo02g6,292533,6,0,4,0.0403,0.806,0.617,0.0000788,0.0295,-9.276,0.0327,0.863,128.915
Bus Stop,50,0,"Solo",7/1/1978,5rVj0WJEGMO0WQeX9GG4kh,174640,4,0,4,0.103,0.601,0.698,0,0.0893,-8.708,0.0313,0.787,136.263
Forever Mine - Remastered,16,0,"Solo",4/6/1982,5rvqkpDQLApfyIprLaDtCO,212160,11,0,4,0.0058,0.738,0.601,0.0111,0.137,-15.91,0.204,0.117,89.959
Rest In Pieces,28,0,"Solo",1/1/2002,5RwZuZldiSUvWDQQhlroPi,226733,1,1,4,0.122,0.404,0.777,0,0.0772,-4.89,0.0341,0.197,155.937
The First Night,44,0,"Solo",7/11/1998,5rWzxloNXvbRPhlC1O2b6T,235573,1,0,4,0.139,0.671,0.766,0,0.26,-9.218,0.0634,0.906,152.088
Love Faces,56,0,"Solo",9/13/2010,5rX60GiR64Epgri9Ubjzg9,243800,11,1,4,0.0599,0.654,0.599,0,0.161,-6.699,0.0563,0.333,119.778
All Summer Long,73,0,"Solo",10/9/2007,5rX6C5QVvvZB7XckETNych,297587,7,1,4,0.0212,0.7,0.864,0,0.0956,-3.629,0.0283,0.887,102.997
ROCKSTAR 101,48,1,Collaboration,11/20/2009,5rXDTihGQ3TkYE3pmraAmH,238893,1,1,5,0.0299,0.343,0.65,0,0.646,-4.624,0.0909,0.315,170.697
Honey Trippin',2,0,"Solo",1/1/1975,5rxi9YhtK7TOZBk7GXaIp6,193840,5,1,4,0.0625,0.69,0.473,0.0937,0.193,-16.322,0.0338,0.969,127.774
We Fly High,56,1,"Solo",1/1/2006,5rXkgeY6rpcHcsolCpXZHR,236080,1,1,5,0.0847,0.685,0.8,0,0.092,-6.564,0.298,0.483,120.226
Eleanor Rigby,29,0,"Solo",1/15/1970,5ryGpLshVg4CFM42WEDzcd,158200,2,1,4,0.629,0.796,0.555,0.0000014,0.134,-9.537,0.055,0.96,124.508
A Kind Of Magic - Remastered 2011,66,0,"Solo",6/2/1986,5RYLa5P4qweEAKq5U1gdcK,264253,9,1,4,0.0184,0.67,0.776,0.00294,0.128,-5.874,0.0356,0.703,130.128
Izzo (H.O.V.A.),7,1,"Solo",1/1/2007,5rzbmNvyKslcHDpcYyAmtT,247720,10,0,4,0.00472,0.781,0.622,0,0.343,-9.178,0.203,0.963,87.016
I Know You Want Me (Calle Ocho),66,0,"Solo",8/28/2009,5RzFJd6W40SDTyZkX6xx45,237120,9,1,4,0.0133,0.82,0.731,0.0000194,0.131,-6.02,0.159,0.793,127.076
Do Your Thing,37,0,"Solo",1/1/1968,5Rzxqve16s61lHAkSMFN8Y,213400,9,1,4,0.124,0.758,0.509,0.000125,0.278,-15.534,0.115,0.58,127.212
Separated,51,0,"Solo",5/9/2000,5S0cvScXb33JVpjTiY9Ivi,255600,0,1,4,0.247,0.798,0.48,0,0.237,-5.564,0.0276,0.643,108.241
Going To A Go-Go,43,0,"Solo",11/1/1965,5s3zYvzEpBk0WbG6AgFUBK,165787,7,1,4,0.484,0.615,0.721,0,0.128,-9.703,0.0328,0.967,129.596
"C'Mon And Swim, 1970",0,0,"Solo",2/24/2017,5S49DbsBNWtQ2PdP88zNvo,168461,0,0,4,0.153,0.85,0.831,0.000247,0.307,-6.411,0.151,0.949,136.478
That's the Way It Is,65,0,"Solo",1/1/1999,5s4catxeZsaWFnOrvrXZHf,241373,9,1,4,0.154,0.634,0.886,0,0.118,-5.424,0.0434,0.577,93.04
It's No Secret,25,0,"Solo",7/4/1988,5s4clDpVHRhQAiAYiTEf6U,237813,5,1,4,0.376,0.66,0.894,0.047,0.131,-4.342,0.0385,0.844,99.942
Run This Town,12,1,"Solo",11/21/2013,5s4lV61sg6Sg3ObkWG4ZYn,272689,0,0,4,0.375,0.537,0.729,0,0.0871,-7.835,0.381,0.554,170.314
"Please, Please, Please",29,0,"Solo",1/1/1996,5s6DOElzncE6h3kr2UjaUM,166960,5,1,4,0.757,0.689,0.2,0,0.0959,-13.224,0.033,0.756,109.36
I'm Her Fool,10,0,"Solo",8/1/1974,5S6NVwNASMTWotVQ8edvSK,181987,9,0,4,0.522,0.662,0.621,0.000041,0.0744,-11.648,0.044,0.962,151.765
Hittas,54,1,"Solo",9/28/2018,5s6pKnF3ZPtuqvEx1i1V7U,223617,2,1,4,0.276,0.788,0.765,0,0.216,-3.93,0.439,0.667,144.046
Headlines (Friendship Never Ends),23,0,"Solo",1/1/2007,5S7a7KwUsmqPPAG0JPZkQN,210520,1,1,4,0.0942,0.543,0.629,0,0.292,-9.017,0.0273,0.589,144.002
It Don't Matter to Me,43,0,"Solo",6/1/1973,5s8lZd5TDM9P4sIKTF2W76,163347,4,1,4,0.652,0.493,0.26,0.0000033,0.121,-14.848,0.0402,0.273,82.479
Metro,15,0,"Solo",11/20/2007,5S98ZVqANz3nzMPHsVp20B,259200,4,0,4,0.000545,0.415,0.942,0.000281,0.076,-8.558,0.0329,0.921,169.199
Bia' Bia',37,1,Collaboration,5/22/2001,5s992kwS2vr9SgrQsBootT,301093,1,1,4,0.00386,0.676,0.746,0,0.142,-6.442,0.402,0.705,160.068
I'm On Fire,26,0,Collaboration,1/1/1989,5s9DL4WYuEuu5vQWln7FMc,137867,0,1,4,0.207,0.546,0.883,0.0000054,0.179,-11.339,0.11,0.764,171.968
I'll Never Find Another You,20,0,"Solo",1/1/2006,5S9LsNRLqqZFiDSBMskY72,145960,0,1,4,0.541,0.458,0.277,0.0000193,0.143,-14.122,0.0288,0.612,73.789
Lies,33,0,"Solo",1/1/1999,5S9ZODOLBJHgWZQhsD06es,174800,7,0,4,0.531,0.664,0.476,0.646,0.112,-10.824,0.0608,0.885,173.775
We Will Become Silhouettes,35,0,"Solo",2/19/2003,5SaBdkbrQAtoBoGys1MjbC,300547,2,1,4,0.0302,0.588,0.569,0.0639,0.172,-8.044,0.0326,0.143,154.989
Come Go With Me,22,0,"Solo",2/1/1977,5sbjhxchF1QOgZt7GyOdQ8,265093,6,0,4,0.132,0.665,0.579,0.00038,0.0563,-10.679,0.0475,0.917,119.3
Sweet Life,40,0,"Solo",1/1/1982,5sbSBWrSuu6D4G56wAnXwQ,209333,0,1,4,0.251,0.454,0.512,0,0.0713,-7.509,0.0249,0.569,99.324
I Hear A Symphony,46,0,"Solo",2/18/1966,5SCB7L1alKg7ZEeSw7Sq9f,162533,10,0,4,0.309,0.516,0.603,0.000286,0.0892,-7.814,0.0288,0.448,70.371
Rock Me Tonight,24,0,"Solo",1/1/2008,5SCDOtqhSgZUyix6ZSSLZY,417240,1,1,3,0.234,0.373,0.95,0,0.341,-1.82,0.116,0.54,151.985
For The Love Of Ivy,30,0,"Solo",5/1/1968,5sCiymtGHzbRkyAwwhlmPI,222000,2,1,4,0.625,0.294,0.552,0,0.137,-10.176,0.03,0.728,77.315
It's Cold Outside,7,0,"Solo",4/20/1999,5ScW4qn0ZjVktOLxOT3MM8,169200,9,1,4,0.000814,0.347,0.794,0.000174,0.0969,-8.052,0.0424,0.794,79.045
I'm Not Perfect (But I'm Perfect For You),6,0,"Solo",1/1/2010,5ScZX6ISVlOSeKeVxfgya4,237427,10,0,4,0.0684,0.719,0.678,0.000747,0.0994,-13.618,0.0331,0.746,108.967
Oceans (Where Feet May Fail),66,0,"Solo",2/23/2013,5SDcksP8En1l6RtTY1wzHc,536000,2,1,4,0.501,0.264,0.363,0.00406,0.11,-10.196,0.0338,0.0613,124.328
Show Me How You Burlesque,0,0,"Solo",7/7/2014,5SDdGA6gIm94jQtkQisZYY,184398,11,0,4,0.00779,0.832,0.635,0,0.0625,-7.606,0.192,0.447,105.465
This Is the Right Time,25,0,"Solo",1/1/2003,5Sdt9abxvc17lul9OFVOnk,271040,5,0,4,0.0949,0.709,0.671,0.0000146,0.253,-9.141,0.0542,0.843,121.871
